department,fiscal_year,program,umbrella,description,fy_started,category_youth_development,data_quality,centralized_db,youth_served,youth_served_accuracy,demographic_info_collected,race_ethnicity,gender,household_income,age_range,grade_level,participation_frequency,multienrollment,program_season,service_area_council_district,total_funding_dollars,funding_accuracy,funding_source,general_fund_percentage,general_fund_source_amount,special_purpose_source_amount,city_staff,service_providers_contractors,recruitment_strategy,interactions,additional_info
Police,2023-2024,LAPD Community Safety Partnership (CSP),No,"The Community Safety Partnership (CSP) represents an alliance between the LAPD and the Housing Authority of the City of Los Angeles (HACLA). This partnership has led to the formation of eight CSP sites within HACLA housing developments, as well as an additional three park-based sites. While CSP does not conduct its own independent youth programming, it partners with existing city and NGO service providers like GRYD, RAP, Boys & Girls Clubs, and Project Blue.","CSP was active throughout the entire 2023-2024 fiscal year, and has been active through the current fiscal year (2024-2025). The CSP program began in 2011 and became an official LAPD Bureau in 2020.","Mentorship, Recreation",Fair,Yes,1000,Estimated Amount,Other,No,No,No,6 to 17,"K-5th grade, 3rd-12th",Multiple times,Yes,Year-round,"CD 8, CD 9, CD 7, CD 14, CD 15",250000,Estimate,"Philanthropic Funds, General Fund (City), Other",0%,,,50 or more,20+,"Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram","""Parents, guardings, caregivers"", Educators, Community members, City department staff","CSP's  youth programming partnerships focus on building positive relationships between law enforcement and young people through mentorship, educational support, and recreational activities. These programs aim to foster trust, reduce crime, and create safer, more connected communities."
PWBoard,2023-2024,Citywide Volunteer Cleanups,No,OCB hosts community cleanups citywide. All residents (of all ages) are encouraged to join.,1988,Recreation,Poor,Yes,1500,Estimated Amount,,No,No,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25, 25 to 30","K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Unsure,,Year-round,All Council Districts,15000,Estimate,General Fund (City),100%,OCB budget allotment.,,6-9,10,"Community Partnerships, Outreach Events, Department Website, Instagram, Educational Partners, Emails","Community members, City department staff",
PWBoard,2023-2024,Clean & Green,No,"The Clean & Green program was established in 1988 as a youth employment and education program with its goal to provide public services
and improvements to diverse neighborhoods, often in the most underserved areas within the City. The program has been exceedingly impactful in providing youth (ages 14-21) with a first job experience. Clean and Green corps members help the community by (but are not limited to) removing trash from neglected streets and alleys, abating unwanted graffiti, planting trees, removing overgrown vegetation, reducing urban blight, and assisting with community outreach and with special events.",1988,Career Readiness & Financial Empowerment,Very good,Yes,201,Estimated Amount,"Race/ethnicity, Gender, Legal Status, Household Income",Yes,Yes,Yes,"12 to 14, 15 to 17, 18 to 19, 20 to 25","9-12th grade, Post-secondary",Multiple times,No,Year-round,All Council Districts,1906040,Exact,"General Fund (City), Special Purpose Funds (City)",73%,OCB budget allotment.  GCP budget allotment.,"Bureau of Sanitation.  $500,000",1-3,1,"Referrals, Educational Partners, Outreach Events","Community members, City department staff",
PWBoard,2023-2024,Summer Youth Program,No,Hiring youth to assist OCB contractors with graffiti removal and litter cleanup.,2010,"Career Readiness & Financial Empowerment, Mentorship",Very good,No,55,Estimated Amount,"Race/ethnicity, Gender",Yes,Yes,Yes,"15 to 17, 18 to 19, 20 to 25","6-8th grade, 9-12th grade",Multiple times,No,Summer,All Council Districts,199334,Exact,General Fund (City),100%,OCB budget allotment.,,1-3,5,"Outreach Events, Referrals, Community Partnerships","Community members, City department staff",
PWContractAdmin,2023-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWEngineering,2023-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWSanitation,2023-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWStreetLighting,2023-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWStreetServices,2023-2024,Street Maintenance Technology Program,Yes,"Partners with Los Angeles Trade-Technical College to provide a path for Bureau employees and the public to earn a Certificate of Achievement and/or Associate of Arts degree in Street Maintenance Technology. Program is designed for those interested in a career in public works maintenance operations. Through classroom and hands-on training, students gain knowledge and skills in the installation and maintenance of various types of street construction, as well as, supervisory skills needed to promote into management.",1991,"Academic Achievement & Education Enrichment, Career Readiness & Financial Empowerment",Excellent,Yes,10,Estimated Amount,"Race/ethnicity, Gender, Other",Yes,Yes,No,"18 to 19, 20 to 25, 25 to 30",Post-secondary,Multiple times,Yes,Year-round,All Council Districts,102176,Exact,General Fund (City),100%,"PW Bureau of Street Services - $102,176",0,4-5,1,"Emails, Educational Partners","Educators, City department staff",Program is free to Bureau of Street Services employees and $138 per class for other students. The majority of students are Bureau employees.
PWStreetServices,2023-2024,Transportation Foundation of Los Angeles (TFLA) Lasting Internship for Tomorrow's Los Angeles (LIFT LA) Program,Yes,"The Transportation Foundation of Los Angeles (TFLA) administers the Lasting Internship for Tomorrow's Los Angeles (LIFT LA) Program, which recruits and provides practical work experience for recent college and graduate students by placing student interns within City departments. These are paid internships, and the Bureau of Street Services hires interns from this program on a regular basis to supplement its workforce. Since 2008, the Bureau of Engineering has been serving as the Citywide Program administrator for LIFT LA and is responsible for coordinating the placement of student interns with participating City departments.",2008,"Career Readiness & Financial Empowerment, Mentorship",Poor,No,20,Estimated Amount,,No,No,No,"18 to 19, 20 to 25, 25 to 30",Post-secondary,Multiple times,Yes,Year-round,All Council Districts,636628.9,Exact,"General Fund (City), Special Purpose Funds (City)",Unknown,"General Funds within PW Bureau of Street Services budget. Funded by salary savings, so amount by funding source is unknown.","Various special funds within PW Bureau of Streets budget.  Funded by salary savings, so amount by funding source is unknown.",10 or more,1,Educational Partners,"City department staff, Other",TFLA is a non-profit 501(c)3 organization. TFLA refers interns to City depts based on the specific skills/major requested by the dept. They can work consecutively or intermittently on a part-time basis.
PWStreetServices,2023-2024,CleanLA Program (Civil Service Phase),Yes,"Clean LA is a one-year employment program for job-seeking Angelenos who would like to help clean and green the City of Los Angeles as a pathway to a full-time career. 

Participants in the CleanLA program conduct cleaning services along the public right-of-way to beautify neighborhoods in Los Angeles. After completing 1920 hours and other program requirements, participants will be provided an opportunity to be hired with the City of Los Angeles. Participants are initially hired by the City as exempt Vocational Workers in which they receive on-the-job training for the first six months. Successful participants then transition to the Maintenance Assistant civil service classification for a six-month probational period, followed by a Charter Section 1014 transfer to Maintenance Laborer.",2021,"Career Readiness & Financial Empowerment, Mentorship",Good,Yes,3,Exact Amount,"Gender, Race/ethnicity, Other",Yes,Yes,No,"18 to 19, 20 to 25, 25 to 30",,Multiple times,Yes,Year-round,All Council Districts,150000,Estimate,"General Fund (City), Special Purpose Funds (City)",30%,"General Funds within PW Bureau of Street Services budget - $50,000","Special Gas Tax Improvement Fund = $50,000

Street Damage Restoration Fee Fund = $50,000",4-5,1,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events, Department Website",City department staff,"The Clean LA Jobs Program is administered by PW Board Office of Community Beautification, and caters to a youth program (age 18-30) and adult program (age 31+). Candidates are placed in various bureaus with the various Public Works Bureaus."
PWStreetServices,2023-2024,Workforce Equity Demonstration Program,Yes,"Works in partnership with the LA Black Workers Center that provides underserved and low-income communities direct access to public sector employment through intentional recruitment, hiring, training, and mentorship that ensures quality careers for Black workers. 

Participants are initially hired as exempt Vocational Workers in which they receive on-the-job training for the first six months. Successful candidates then transition to the Maintenance Assistant civil service classification for a six-month probational period, followed by a Charter Section 1014 transfer to Maintenance Laborer. Participants are further mentored to promote into journey-level classifications such as Tree Surgeon, Truck Operator, and Heavy Duty Truck Operator.",2021,"Career Readiness & Financial Empowerment, Mentorship",Good,Yes,2,Exact Amount,"Gender, Race/ethnicity, Other",Yes,Yes,No,"18 to 19, 20 to 25, 25 to 30",,Multiple times,Yes,Year-round,All Council Districts,100000,Estimate,"General Fund (City), Special Purpose Funds (City)",35%,"General Funds within PW Bureau of Street Services budget - $35,000","Measure R Local Return Fund = $15,000

Special Gas Tax Improvement Fund = $50,000",1-3,1,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events",City department staff,"This Program is not specifically catered to youth, but 2 participants hired through this Program were within the 18-25 age group."
PWStreetServices,2023-2024,Reserve Street Services Investigator Program,Yes,Reserve Investigators are non-paid volunteers.  They are required to attend and successfully complete a 210 hour Commission on Peace Officer and Standards Training course as well as commit to 16 hours of service per month.  They exercise public officer powers by enforcing regulations that protect citizens from injuries and accidents that may occur as a result of potentially hazardous conditions existing on public property.,,"Career Readiness & Financial Empowerment, Leadership Development, Mentorship, Safety and Justice",Poor,No,0,Exact Amount,Race/ethnicity,No,No,No,"18 to 19, 20 to 25, 25 to 30",,Multiple times,Yes,Year-round,All Council Districts,0,Exact,,0%,0,0,1-3,0,"Referrals, Physical Flyers, Department Website, Outreach Events","City department staff, Community members","Program caters to people age 18 and above, but none of the volunteers fall within the 18-25 age group in FY 23-24."
RAP,2023-2024,PlayLA,Yes,"PlayLA is a youth and adaptive youth sports program funded by a grant from LA28 Olympic and Paralympic Games Organizing Committee and the International Olympic Committee (IOC), offering affordable sports, classes, clinics, aquatics, and adaptive programming for children and teens aged 3 - 17.",2018,Recreation,Excellent,Yes,104257,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17","Pre-K, K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,23252799,Exact,Private Organization,0%,,,50 or more,1,"Emails, Physical Flyers, Community Partnerships, Outreach Events, Instagram, Facebook, Department Website","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Community members, City department staff","LA28 has provided a $160 million grant to enhance youth sports access across the City of Los Angeles in the years leading up to the 2028 Games.  

Our RecTrac system collects race and ethnicity data from participants in our sports and aquatic programs.  However, since providing this information is optional, the demographic dataset is not comprehensive."
RAP,2023-2024,Adaptive Sports,No,"The adaptive sports program, part of PlayLA, offers sports and recreational opportunities for youth with disabilities aged 5 - 17.   Participants can learn and develop skills in various sports traditionally featured in Paralympic competitions, such as swimming, equestrian, wheelchair basketball, para surfing, archery, wheelchair tennis, and sitting volleyball. Currently offering 12 adaptive sports.",2018,Recreation,Excellent,Yes,617,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,602476,Exact,Private Organization,0%,,,10 or more,12,"Emails, Newsletter, Physical Flyers, Community Partnerships, Outreach Events, Other, Department Website, Instagram","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", City department staff, Community members",PlayLA's adaptive sports program is funded through a grant from LA28.
RAP,2023-2024,Aquatics,Yes,"The Aquatics Division operates 28 seasonal swimming pools, and 26 year-round swimming pools. The aquatics division provides formalized instructions in activities such as swimming, artistic swim, water polo, diving, surfing, kayaking and paddle boarding. We also provide free clinics during recreational swim hours to create awareness and interest in the variety of sports that we offer.",,Recreation,Excellent,Yes,268628,Estimated Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25","Pre-K, K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Multiple times,Yes,Year-round,All Council Districts,14703158,Exact,"Special Purpose Funds (State), General Fund (City), Private Organization",97.22508593%,14295158,,50 or more,5,"Emails, Newsletter, Physical Flyers, Referrals, Educational Partners, Outreach Events, Department Website, Instagram, Facebook, Other Social Media","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, City department staff","Our RecTrac system collects race and ethnicity data from participants in our sports and aquatic programs.  However, since providing this information is optional, the demographic dataset is not comprehensive. ""Kaiser Permanente Foundation Grant for Operation Splash: $408,000

General Fund: $14,295,158""

The number of youths served is broken down as follows: 
Aquatic Programs (swim lessons, lifeguard training, water polo, etc): 19,446
Recreational swim: 249,182

Kaiser Permanente Foundation grant received for Operation Splash (Grant Amt: $408,000)"
RAP,2023-2024,Cultural classes,No,"The cultural program offers a variety of classes, including music, arts and crafts, cooking, science and nature at various recreation centers.",,Recreation,Excellent,Yes,6323,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25","Pre-K, K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Multiple times,Yes,Year-round,All Council Districts,560000,Estimate,Other,0%,,,50 or more,0,"Newsletter, Physical Flyers, Community Partnerships, Outreach Events, Other, Department Website, Instagram, Facebook, Other Social Media","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Community members, City department staff, Social workers",Funding Source from fees collected.
RAP,2023-2024,After School  Enrichment,No,"Afterschool enrichment provides youth a safe and fun place to go afterschool.  Most programs offer pickups at nearby schools.  Programs provide a snack, homework help, and some fun activities like crafts and games.",,"Recreation, Academic Achievement & Education Enrichment",Excellent,Yes,2692,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14","K-5th grade, 6-8th grade",Multiple times,Yes,Year-round,All Council Districts,600248,Exact,General Fund (City),100%,600248,,50 or more,0,"Emails, Newsletter, Physical Flyers, Community Partnerships, Educational Partners, Outreach Events, Other, Department Website, Instagram, Facebook, Other Social Media","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Community members, Other",
RAP,2023-2024,Unlicensed Preschool,No,"Unlicensed preschool is offered at a variety of sites.  This program is ran 4 days per week for 3 hours per day (generally speaking).  The program includes school readiness, arts and crafts, physical activity and more.",,"Recreation, Academic Achievement & Education Enrichment",Excellent,Yes,499,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,0 to 5,Pre-K,Multiple times,Yes,Year-round,All Council Districts,665000,Estimate,Other,0%,,,50 or more,0,"Emails, Newsletter, Physical Flyers, Community Partnerships, Educational Partners, Outreach Events, Other, Department Website, Instagram, Facebook, Other Social Media","""Parents, guardings, caregivers"", Educators, Community members, City department staff, Other",Funding Source is fees collected.
RAP,2023-2024,GPLA,No,"GPLA focuses on girls' sports throughout under-served communities. The program strives to get and keep girls involved in sports and living a healthy lifestyle, while making friends, building self-esteem and having fun. The GPLA program is subsidized so that all girls can participate, regardless of economic inequalities or cultural barriers.",1999,"Recreation, Leadership Development",Excellent,Yes,21390,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17","Pre-K, K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,1171842,Exact,General Fund (City),100%,1171842,,50 or more,5,"Emails, Physical Flyers, Newsletter, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", City department staff, Community members",
RAP,2023-2024,Golf,No,The golf program provides the community with opportunities to learn and play golf at courses owned and operated by Recreation and Parks.,2020,Recreation,Very good,Yes,945,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25","Pre-K, K-5th grade, 6-8th grade, 9-12th grade, Post-secondary",Multiple times,Yes,Year-round,All Council Districts,350137,Exact,Special Purpose Funds (City),0%,,,,0,"Emails, Physical Flyers, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", City department staff","2025 marks the 25th anniversary of the Tregnan Golf Academy. Programming is set to expand beyond this academy and onto other golf courses throughout the City of Los Angeles. $350,137 for Tregnaa youth program."
RAP,2023-2024,Child Care (licensed Preschool),Yes,"The licensed child care program for preschool-aged children is currently available at  11 centers, with 1 more opening soon.  Designed for children aged 2 to 6, the program offers a comprehensive preschool curriculum.",2021,"Academic Achievement & Education Enrichment, Health and Wellbeing",Very good,Yes,144,Estimated Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,0 to 5,Pre-K,Multiple times,No,Year-round,"CD 6, CD 7, CD 9, CD 10, CD 13, CD 14, CD 8, CD 2",7679613,Exact,Special Purpose Funds (State),0%,,,50 or more,2,"Instagram, Facebook, Department Website, Outreach Events, Educational Partners, Community Partnerships, Physical Flyers, Referrals","""Parents, guardings, caregivers"", Educators, Social workers, City department staff, Community members, ""Relatives (siblings, grandparents, etc.)""","This program is funded by ARPA  to allow families affected by COVID to find employment and education currently a 9 centers to not charge any fees for families. In the next few months an opportunity for income eligible families will become available. 1. $4,000,000 American Rescue Plan 2. $2,774,585 California Department of Social Services(CTTR Grant) 3. $905,028.00 California Department of Education (CSPP Grant)"
RAP,2023-2024,Day Camps,Yes,"Day camps offer supervised activities like sports, arts, games, and field trips, providing a safe and engaging environment for children during school breaks.",,Recreation,Very good,Yes,19921,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17","Pre-K, K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,5724853,Exact,General Fund (City),100%,5724853,,50 or more,7,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Community members, City department staff","LA City Council has added a camp subsidy to RAP's budget to assist in keeping the cost to the families lower than a break even cost. 

External entities: Non-profits provide extra classes and programs at various sites"
RAP,2023-2024,CLASS Parks,Yes,"The CLASS Parks program operates 38 Teen Club sites within the City's 184 recreation centers.   These selected recreation centers provide clean and safe, supervised after school and weekend enrichment, as well as education, vocational recreational, and adventure-based programs for youth 11 to 17 year olds.",2000,"Leadership Development, Recreation, Career Readiness & Financial Empowerment, Mentorship, Safety and Justice",Very good,Yes,3675,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"12 to 14, 15 to 17","6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,"CD 1, CD 2,  CD 3, CD 6,  CD 7, CD 8, CD 13, CD 14, CD 10, CD 9,  CD 5, CD 11",3967425,Exact,General Fund (City),100%,3967425,,50 or more,2,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events, Department Website, Instagram","""Parents, guardings, caregivers""","In 2024, we received grant funding from California State Youth Access Grant.  Upcoming 25 year anniversary of program in 2025.

External entities: LA County Probation Department and California State Youth Access Grant"
RAP,2023-2024,Youth Employment Internship Program,Yes,The CLASS Parks program operates the Youth Employment Internship Program with funding from LA County Department of Probation.  YEIP runs classes throughout the school year.  Teen participants receive a stipend upon completion of the program.,2003,"Career Readiness & Financial Empowerment, Health and Wellbeing, Leadership Development, Mentorship, Recreation, Academic Achievement & Education Enrichment, Basic Needs and Stability, Safety and Justice",Good,Yes,496,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"12 to 14, 15 to 17","6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,"CD 1, CD 2,  CD 3,  CD 5, CD 6, CD 7, CD 8, CD 9, CD 10, CD 11, CD 13, CD 14, CD 15",3019940,Exact,Special Purpose Funds (State),0%,,,20 or more,1,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram","""Parents, guardings, caregivers""","In 2024 we requested additional grant funding of $500,000 for FY25/26 to increase sites and programming.   

External entity: LA County Probation Department

CA Natural Resources Agency (CNRA) Youth Community Access Grant received for CLASS Parks Youth Employment Internship Program (YEIP) – Outdoor Education Leadership
Training Project ($300,000). 1. $1669970 JJCPA
2. $1,049,970 JJCPA roll over funds
3. $300,000 CNRA YEIP"
RAP,2023-2024,LA Kids,Yes,"LA Kids offers free programs and activities to youth ages 6-15 years old.  Focusing on arts and culture, the  program offers classes in visual arts, film, music, performing arts, textile/design, and STEM.",,Recreation,Good,Yes,2651,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,295715,Exact,General Fund (City),100%,295715,,50 or more,0,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook, TikTok","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Social workers, Community members, City department staff",
RAP,2023-2024,Community School Parks,Yes,A community school park is a designated area on a school campus available for public use for recreation and play during non-school hours at no cost to the public.  This community school park  is made possible through a joint partnership between the City of Los Angeles Department of Recreation and Parks (RAP) and the Los Angeles Unified School District (LAUSD) to provide access to school yards during the weekends in park deficient areas of the City.  LAUSD provides access and RAP pays for the programming and staffing,2018,Recreation,Good,Yes,192,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,205470,Exact,General Fund (City),100%,205470,,20 or more,6,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events, Department Website, Instagram","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Community members, City department staff, Other","On October 5, RAP and LAUSD celebrated the goal of achieving ten CSP sites citywide.

External entities: Mayors Office, City of LA City Council, LAUSD, LA Park Foundation, LA Neighborhood Land Trust and LA84"
RAP,2023-2024,Summer Night Lights,Yes,"SNL is a public-private partnership dedicated to reducing gang violence by creating safe spaces for communities during the summer.  The program provides free meals, extended programming, sports leagues, recreational activities, community engagement, employment opportunities, and linkages to local resources.",2008,"Recreation, Basic Needs and Stability, Health and Wellbeing, Leadership Development, Mentorship, Safety and Justice",Good,Yes,8894,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19, 20 to 25","K-5th grade, 6-8th grade, 9-12th grade, Pre-K, Post-secondary",Multiple times,Yes,Summer,"CD 1, CD 2,  CD 3,  CD 6, CD 7, CD 8, CD 9, CD 10, CD 11, CD 12, CD 13, CD 14, CD 15",837721,Estimate,General Fund (City),100%,837721,,50 or more,15,"Emails, Physical Flyers, Referrals, Community Partnerships, Outreach Events, Educational Partners, Department Website, Instagram, Facebook","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Educators, Social workers, Community members, City department staff","Received funding for 11 additional sites in 2024 from CA4All.

External entities: Mayors Office of Community Safety/GRYD, CA4All, LAPD, DCA, Various Intervention and Prevention Agencies"
RAP,2023-2024,Summer Lunch Program,No,The Summer Lunch Program is a core function of the RAP serving thousands of meals to youth each year. It provides free nutritious lunches to youth ages 1 to 18 at more than 100 parks citywide. The program is part of the Summer Food Service Program funded by the U.S. Department of Agriculture and administered by the California Department of Education. The City of Los Angeles Department of Recreation and Parks (RAP) is one of several sponsors and one of the largest in the state.,1976,"Basic Needs and Stability, Health and Wellbeing",Excellent,Yes,156526,Exact Amount,Other,,,,"0 to 5, 5 to 8, 9 to 11, 12 to 14, 15 to 17, 18 to 19","Pre-K, K-5th grade, 6-8th grade, 9-12th grade",Multiple times,No,Summer,All Council Districts,781872,Exact,Special Purpose Funds (Federal),0%,,,10 or more,1,"Physical Flyers, Emails, Community Partnerships, Educational Partners, Department Website, Other, Facebook, Instagram","""Parents, guardings, caregivers"", Educators, Social workers, Community members, City department staff","The RAP Summer Lunch Program has operated since 1976. $670,684 Federal Grant $111,188 RAP GF.

External entity: Los Angeles Unified School District, Food Services Division"
RAP,2023-2024,Camping Section (residential camps),No,"Residential Camps offer overnight camping programs for youth ages 6-15 at two local camps.  They offer a comprehensive summer camp, plus parent/child and youth focused weekend programs.  One additional site is out-of-town and hosts permit groups, plus family programs run by the in-town camp staff.",,Recreation,Excellent,Yes,903,Exact Amount,"Gender, Address or Zipcode, Race/ethnicity",Yes,Yes,No,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Multiple times,Yes,Year-round,All Council Districts,2018184,Exact,Special Purpose Funds (City),44.44203304%,896922,,10 or more,0,"Emails, Physical Flyers, Outreach Events, Department Website, Instagram, Facebook, Other Social Media, Referrals","""Parents, guardings, caregivers"", ""Relatives (siblings, grandparents, etc.)"", Community members, City department staff, Other","CA Dept of Parks and Recreation Outdoor Equity Grant Program contracts received for - Air, Land, and Sea: 
- Harvard Recreation Center $305,085
- Lemon Grove Recreation Center $305,085
- Seoul International Recreation Center $305,085. General Fund $896,922. Plus $206, 007."
RAP,2023-2024,Park Advisory Board Program,Yes,Park Advisory Board members serve in a volunteer capacity to support RAP programming and to be a liaison between RAP and the community.,1999,Other,Good,Yes,714,Estimated Amount,,,,,"15 to 17, 18 to 19, 20 to 25, 25 to 30","9-12th grade, Post-secondary",Participation frequency not tracked,No,Year-round,All Council Districts,0,Exact,Other,0%,,,50 or more,,"Emails, Newsletter, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Instagram, Facebook","""Relatives (siblings, grandparents, etc.)"", ""Parents, guardings, caregivers"", Community members, Social workers, City department staff, Educators","Partner with Department of Aging, Council Offices, Food Service Providers, Neighborhood Councils. PAB members are volunteers, so there is no funding allocated to support their services."
RAP,2023-2024,Griffith Observatory Fifth-grade In-person School Program,No,"A two-and-a-half hour, standards-based educational program for fifth-grade students that enhances classroom lessons about astronomy and science.",2007,Academic Achievement & Education Enrichment,Excellent,Yes,19188,Exact Amount,Address or Zipcode,,,,9 to 11,K-5th grade,One time (drop-in),No,"Fall, Winter , Spring",All Council Districts,150000,Estimate,Private Organization,0%,,,40 or more,1,"Emails, Newsletter, Physical Flyers, Referrals, Educational Partners, Instagram",Educators,City staff time funded by Griffith Observatory Foundation
RAP,2023-2024,Griffith Observatory Fifth-grade Online School Program,No,"A series of five, 45-minute, standard-based online modules, presented live by Observatory staff, that enhance classroom lessons about astronomy and science.",2022,Academic Achievement & Education Enrichment,Excellent,Yes,33559,Exact Amount,Address or Zipcode,,,,9 to 11,K-5th grade,One time (drop-in),Yes,"Winter , Spring, Fall",All Council Districts,50000,Estimate,Private Organization,0%,,,10 or more,1,"Emails, Newsletter, Physical Flyers, Referrals, Educational Partners, Instagram, Facebook",Educators,City staff time funded by Griffith Observatory Foundation
RAP,2023-2024,Cabrillo Marine Aquarium Sea Search,No,3 hour Prk - high school standards based hands on exploration based experience focused on local marine ecosystems and organisms,1982,Academic Achievement & Education Enrichment,Excellent,Yes,4467,Estimated Amount,Address or Zipcode,No,No,,"5 to 8, 9 to 11, 12 to 14, 15 to 17","K-5th grade, 6-8th grade, 9-12th grade",Participation frequency not tracked,Yes,"Winter, Fall, Spring",All Council Districts,32000,Estimate,General Fund (City),0%,,,20 or more,0,"Emails, Physical Flyers, Community Partnerships, Educational Partners, Outreach Events, Referrals, Department Website, Newsletter","""Parents, guardings, caregivers"", Educators",
RAP,2023-2024,Cabrillo Marine Aquarium Young Scientist Program,No,High School students spend 9 months conducting hands-on marine science experiments they develop in a lab setting mentored by scientists culminating at a symposium,2005,Academic Achievement & Education Enrichment,Excellent,Yes,165,Estimated Amount,"Address or Zipcode, Gender, Race/ethnicity",No,No,,"12 to 14, 15 to 17, 18 to 19",9-12th grade,Multiple times,Yes,"Fall, Winter , Spring",All Council Districts,80000,Estimate,Philanthropic Funds,0%,,,20 or more,0,"Emails, Physical Flyers, Referrals, Community Partnerships, Educational Partners, Outreach Events, Department Website, Facebook, Instagram, Newsletter","""Parents, guardings, caregivers"", Educators, Community members",Students often present at the Los Angeles Science fair and beyond
